,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
3685992,276,1,156360.12,1873444940,0.0,0.0,930124408,516418.5,672778.63,0,0
5208778,370,0,73059.81,330152245,1375.0,74434.81,1355784100,0.0,0.0,0,0
6243184,595,3,13691.4,442434438,11505.0,0.0,456239854,0.0,0.0,0,0
3889175,284,0,118898.89,1174828652,29572.0,148470.89,968594006,90446.78,0.0,0,0
2099561,182,1,330264.74,1420646699,5084.0,0.0,48315842,1610741.14,1941005.88,0,0
4412761,322,1,196135.8,1102822822,146929.0,0.0,2014735535,0.0,196135.8,0,0
5777120,400,1,296012.21,2013574355,0.0,0.0,1276132797,296257.12,592269.33,0,0
2231511,186,3,15754.79,599301065,3037.71,0.0,381473294,0.0,0.0,0,0
2956619,230,1,382787.94,1576632342,502686.0,119898.06,135059001,0.0,382787.94,0,0
1970546,178,0,67011.58,2012381361,2968015.28,3035026.86,1810687903,74773.13,7761.55,0,0
3897161,284,0,154540.79,508575089,1876523.04,2031063.83,319509294,1039707.18,885166.4,0,0
814056,40,1,136977.08,521467726,50384.0,0.0,218997206,2715645.46,2852622.54,0,0
3288691,252,1,129896.79,1439502288,0.0,0.0,1858986554,2422094.41,2551991.2,0,0
2047126,181,3,1534.24,1511985791,0.0,0.0,2000912887,0.0,0.0,0,0
4413712,322,3,3608.48,795132021,73668.0,70059.52,1981797043,0.0,0.0,0,0
1410352,139,0,172801.55,2044780336,66104.52,238906.07,1435508386,357842.43,185040.87,0,0
3031631,233,1,246935.56,256587853,0.0,0.0,756832757,620859.35,867794.91,0,0
2472310,204,0,81229.03,1117033378,2756.0,83985.03,77946254,916529.07,835300.04,0,0
5561318,384,3,4561.42,1467734957,1460.0,0.0,117056397,0.0,0.0,0,0
892076,42,0,395374.61,1858139308,10851049.28,11246423.89,767710058,731768.91,336394.3,0,0
857385,41,1,177610.03,638869189,0.0,0.0,1775890892,472644.62,650254.64,0,0
3498861,259,3,11909.39,2143200646,262967.0,251057.61,1909079723,0.0,0.0,0,0
4241622,306,0,82692.28,995897465,1473674.83,1556367.11,1067662384,220680.56,137988.28,0,0
1926013,167,3,15855.46,1311118750,12386.0,0.0,635093560,0.0,0.0,0,0
2464344,203,3,14525.79,876339912,72458.0,57932.21,1835528900,0.0,0.0,0,0
3644846,275,3,6433.08,614707556,11069.0,4635.92,853585421,0.0,0.0,0,0
309806,16,0,265300.0,1294861820,11400.0,276700.0,2004070631,0.0,488175.01,0,0
3213854,249,4,780373.24,2105890227,0.0,0.0,1171642419,2793563.14,3573936.37,0,0
4063661,300,1,209493.31,346238461,643.0,0.0,1209366087,6585975.74,6795469.05,0,0
2586775,207,3,5402.95,201880566,42390.0,36987.05,254107304,0.0,0.0,0,0
1342089,137,3,10165.12,1443090976,159704.0,149538.88,664183594,0.0,0.0,0,0
5070996,355,1,196293.44,1631116028,342259.0,145965.56,64764812,361999.14,558292.58,0,0
4027834,299,1,135939.71,918907055,0.0,0.0,250910816,2029804.11,2165743.82,0,0
3188178,240,4,8246.25,640363663,206652.0,198405.75,1113674560,451276.2,459522.45,0,0
4676414,331,1,278949.57,1972710948,0.0,0.0,926244704,2767774.8,3046724.37,0,0
2374085,191,3,2913.67,1016742357,0.0,0.0,1531350310,0.0,0.0,0,0
3435353,256,0,182333.26,1951268464,58127.0,240460.26,2125488710,0.0,0.0,0,0
3172113,238,3,29550.9,125835943,201705.94,172155.03,894970813,0.0,0.0,0,0
1526738,153,0,166452.5,448891672,10553.0,177005.5,120615007,4238598.66,3875510.64,0,0
4842725,347,0,247783.79,641352095,21533.0,269316.79,1281404540,614540.63,366756.84,0,0
358022,17,1,23218.63,1725617095,0.0,0.0,478020970,205349.99,228568.63,0,0
4515462,325,4,121452.85,969972441,213.0,0.0,2088444905,4327750.79,4449203.64,0,0
3711610,277,3,17528.0,1448140430,305166.08,287638.08,930089849,0.0,0.0,0,0
4551538,327,0,276426.7,1659676387,5323660.98,5600087.68,704941190,600338.02,323911.32,0,0
5549928,382,3,18009.42,1854974238,11945.0,0.0,516470461,0.0,0.0,0,0
17743,8,1,206422.36,1067389414,0.0,0.0,1503560125,400936.89,188802.23,0,0
4920695,350,4,247142.06,1257643208,0.0,0.0,30653085,1315243.71,1562385.77,0,0
2028048,180,1,275227.35,1111805674,412937.0,137709.65,169684386,0.0,275227.35,0,0
401008,18,0,122802.08,2111204005,0.0,122802.08,2036983481,4002221.65,3879419.58,0,0
3138628,236,1,235733.77,990903788,0.0,0.0,1906492932,3539402.12,3775135.89,0,0
5777093,400,1,42527.93,1097447685,15533.0,0.0,1004885743,1472156.64,1514684.57,0,0
759543,38,4,233005.42,931604815,36864.0,0.0,1384704422,0.0,233005.42,0,0
66215,9,1,121499.53,891323194,938.0,0.0,686412725,44438.33,3386.25,0,0
2110933,183,4,321463.6,947328907,20880.0,0.0,419273929,96496.65,417960.25,0,0
5760566,400,3,23945.99,1579766280,51313.0,27367.01,2133901759,0.0,0.0,0,0
1494660,142,3,1945.66,2013560922,313787.34,311841.68,1045442641,0.0,0.0,0,0
317,1,3,15785.85,1888924788,0.0,0.0,1041547629,0.0,0.0,0,0
4624468,329,3,3439.92,1769450244,0.0,0.0,686372893,0.0,0.0,0,0
2815923,225,1,144593.57,473899700,0.0,0.0,975262482,235367.47,379961.04,0,0
336482,16,3,6366.03,437657502,0.0,0.0,1558890355,0.0,0.0,0,0
2505539,205,0,280520.44,1064508313,100524.0,381044.44,1098146461,0.0,0.0,0,0
4852055,347,4,215963.47,2096094417,0.0,0.0,601365069,634868.42,850831.89,0,0
2263360,187,3,3348.1,704922365,576.0,0.0,1395549547,0.0,0.0,0,0
1695394,159,3,22660.92,1847435910,0.0,0.0,190865815,0.0,0.0,0,0
4272853,307,0,153373.72,623508813,536567.8,689941.51,1519557338,1884471.65,1731097.94,0,0
572239,24,4,252503.35,1480020844,0.0,0.0,391889518,3785701.77,4038205.12,0,0
1289060,135,3,18631.24,2076919343,91434.0,72802.76,1640169580,0.0,0.0,0,0
2656572,210,3,8835.94,1330007554,0.0,0.0,1232380873,0.0,0.0,0,0
2982545,231,3,11613.89,1412616433,77035.0,65421.11,49698361,0.0,0.0,0,0
1378582,138,4,286751.32,1628618176,5555.0,0.0,2134523439,0.0,286751.32,0,0
5438798,378,3,6022.31,1144713052,277482.0,271459.69,1472402711,0.0,0.0,0,0
4720250,332,3,9098.11,583550065,47671.24,38573.14,81557396,0.0,0.0,0,0
1623638,157,3,20895.28,1493843010,0.0,0.0,632864680,0.0,0.0,0,0
4194327,305,1,286116.58,44920414,51839.0,0.0,1155476593,101230.02,701961.57,0,0
334150,16,1,214641.95,1066724126,0.0,0.0,2121831742,841157.94,1055799.89,0,0
914522,43,0,292216.31,261432053,30645.0,322861.31,206931663,245885.59,0.0,0,0
4683675,331,1,162362.44,128621084,18640.0,0.0,1097810566,0.0,162362.44,0,0
5495266,380,0,269793.21,459939590,22210.0,292003.21,1518582770,0.0,0.0,0,0
4007835,298,0,241225.86,753646321,13557.0,254782.86,26914226,1514341.44,1273115.58,0,0
4803664,346,0,29842.51,577977085,8918.0,38760.51,2044313281,0.0,0.0,0,0
3688207,276,1,18410.75,1499404506,20659.0,2248.25,2023624146,0.0,18410.75,0,0
890864,42,1,513553.25,2036682730,0.0,0.0,1432387181,3242276.73,3755829.98,0,0
1205204,133,3,57668.44,2125723398,163486.73,105818.28,2013428375,0.0,0.0,0,0
4945440,351,1,45612.63,1993215143,389258.73,343646.1,1633129123,554645.18,600257.81,0,0
3661244,275,3,1175.26,543415370,0.0,0.0,395734871,0.0,0.0,0,0
4870430,348,1,77108.26,1672704799,0.0,0.0,880257277,8683308.45,8760416.71,0,0
2502506,204,3,7593.78,311076477,38342.0,30748.22,1980481092,0.0,0.0,0,0
4530602,326,3,14887.2,1633650445,0.0,0.0,256830110,0.0,0.0,0,0
5479232,379,3,55885.37,1415213032,0.0,0.0,292471158,0.0,0.0,0,0
492658,20,0,350426.9,937454276,3986400.48,4336827.38,1726786375,2587641.57,2169722.24,0,0
1749270,161,3,6337.5,2127538954,0.0,0.0,659001312,0.0,0.0,0,0
3613578,273,0,473669.14,140668421,11429116.07,11902785.2,765220761,1397595.69,923926.55,0,0
4152207,303,1,495255.81,231661929,2073.0,0.0,1028149330,96774.49,592030.3,0,0
5190899,369,0,404426.46,2014716540,4958140.4,5362566.86,1251651852,4342053.8,3937627.34,0,0
3694577,277,0,185958.56,1761199284,3809731.07,3995689.62,986195898,1033599.58,847641.02,0,0
4981117,352,1,36845.12,303156185,20788.0,0.0,999150950,0.0,36845.12,0,0
1425643,139,1,208599.18,409173256,0.0,0.0,1626738358,544283.55,752882.73,0,0
4870035,348,3,3785.73,1284474255,0.0,0.0,503423754,0.0,0.0,0,0
2831537,226,3,16652.14,1387571167,180086.48,163434.35,1153053403,0.0,0.0,0,0
1578233,155,1,263146.25,1911082802,1027.0,0.0,1394140682,51983.0,268613.03,0,0
1718615,160,3,9112.47,618644402,51439.0,42326.53,583644066,0.0,0.0,0,0
5500826,380,4,265162.72,1233734583,0.0,0.0,1971385553,1429092.42,1694255.14,0,0
2950416,230,0,105334.52,1162884659,2629737.38,2735071.9,1143329943,424801.63,319467.11,0,0
4925407,350,1,116059.84,102419454,7435.0,0.0,90710806,63430.86,179490.7,0,0
3264460,251,3,15832.38,1043820401,70853.07,55020.69,603663049,0.0,0.0,0,0
1784783,162,3,39101.54,1212851080,51133.0,12031.46,1691001913,0.0,0.0,0,0
6119635,538,1,124387.33,1517841213,0.0,0.0,958159743,565842.68,690230.0,0,0
5488548,380,3,1138.84,901339742,57847.0,56708.16,223971302,0.0,0.0,0,0
3428977,256,3,10201.31,1913760065,62050.11,51848.8,1421484305,0.0,0.0,0,0
4214429,305,3,8134.83,1860128876,79834.47,71699.64,2045868797,0.0,0.0,0,0
785895,39,3,11696.49,939576731,183807.79,172111.3,265745164,0.0,0.0,0,0
5848792,402,0,169992.47,201984402,9252662.96,9422655.43,1207860649,2447855.14,2277862.67,0,0
737284,38,0,85901.19,1530084671,87592.0,173493.19,1937709817,359065.57,273164.38,0,0
511946,20,0,1240885.3,924192650,17263588.32,18504473.62,986081927,1657516.44,416631.13,0,0
3627539,274,0,184860.37,610876735,50355.0,235215.37,2108084576,884773.9,699913.53,0,0
1871692,164,3,10246.77,116110613,30852.0,20605.23,983659805,0.0,0.0,0,0
5294889,373,1,30327.72,1212035841,539.0,0.0,1119317894,11084395.19,11114722.9,0,0
5031601,354,1,107727.08,1846648938,0.0,0.0,1446853973,3632266.24,3739993.33,0,0
3891020,284,1,62764.99,205128763,50729.9,0.0,1849263603,1122477.21,1185242.2,0,0
688072,36,1,167207.94,1850827666,0.0,0.0,2085805920,3949223.79,4116431.73,0,0
5289111,373,0,162947.13,222657678,5780.0,168727.13,468699874,0.0,0.0,0,0
1238244,134,3,17070.76,1569569193,94108.46,77037.7,787811882,0.0,0.0,0,0
760825,38,1,181195.85,2136408075,0.0,0.0,682230892,1239722.74,1420918.6,0,0
5451740,379,1,107541.65,640485450,50740.0,0.0,1169124007,715435.53,822977.19,0,0
3191024,241,0,202223.85,317404185,1280192.86,1482416.71,1098329418,1728373.32,1526149.47,0,0
2044334,181,0,135700.66,60233917,20873.0,156573.66,1318000211,1577337.14,1441636.48,0,0
3535463,259,3,5890.34,1490543161,94236.22,88345.88,1360158413,0.0,0.0,0,0
6037039,478,3,7607.31,112976900,826.0,0.0,974245372,0.0,0.0,0,0
3662998,276,0,114298.37,1871349879,2101703.57,2216001.94,12858403,809959.31,695660.94,0,0
2384670,201,2,3731.79,819779778,0.0,0.0,1689355834,81837.02,85568.81,0,0
1655726,158,1,548.53,1860658080,0.0,0.0,1310968339,54874.0,0.0,0,0
4154711,303,3,59322.11,1169404107,60537.0,1214.89,770195507,0.0,0.0,0,0
138498,11,3,16240.59,1169932911,2706.66,0.0,911916111,0.0,0.0,0,0
32241,8,1,109484.54,193522816,0.0,0.0,1607998252,1471457.68,1590442.0,0,0
1721949,160,0,160730.09,1522505375,74737.0,235467.09,730500505,0.0,0.0,0,0
5825731,402,1,30339.95,1494735804,155210.0,124870.05,617942499,490445.46,520785.41,0,0
1284801,135,0,207283.36,929429158,0.0,207283.36,2130205340,210114.25,0.0,0,0
4056100,300,1,308281.68,2003632686,0.0,0.0,608720170,496421.49,804703.17,0,0
340448,16,1,114356.49,1877661551,531401.42,417044.93,1033049515,1228205.0,1342561.49,0,0
516961,20,3,13680.29,889001887,0.0,0.0,888237010,0.0,0.0,0,0
5631345,395,0,8217.24,150199367,12006.0,20223.24,451569289,0.0,0.0,0,0
5513150,380,3,10403.51,1804877189,6321.21,0.0,1738036385,0.0,0.0,0,0
3633235,274,1,120640.4,1475493108,106.0,0.0,1162629540,226265.7,346906.1,0,0
2111334,183,3,12821.01,91335907,0.0,0.0,1747579774,0.0,0.0,0,0
1146341,131,1,18822.81,790889664,0.0,0.0,671122352,1276047.52,1294870.33,0,0
4462380,323,3,51266.12,880574425,206409.0,155142.88,619776706,0.0,0.0,0,0
5440162,378,0,232880.58,950069598,47802.0,280682.58,1278624994,8421.92,0.0,0,0
4063201,300,1,49580.18,1115862797,52494.0,2913.82,1527263956,53632.38,103212.57,0,0
341628,16,1,6392.78,1281514491,0.0,0.0,1327832999,40124.0,46516.78,0,0
6269357,619,3,17493.45,1819877157,0.0,0.0,384553461,0.0,0.0,0,0
5170604,358,3,16976.4,1337012795,9196.0,0.0,1820423223,0.0,0.0,0,0
5760269,400,4,120620.2,1054579406,1044.0,0.0,85549323,3124.14,123744.34,0,0
2043084,181,1,77.01,1396085252,82634.0,82556.99,2019043622,4610591.47,4610668.48,0,0
5703169,398,1,205824.46,889985821,910.0,0.0,1295434315,0.0,205824.46,0,0
3914320,284,3,24446.62,1979406828,101254.0,76807.38,117832063,0.0,0.0,0,0
3059336,234,1,104132.73,1835001934,0.0,0.0,1333746735,345895.61,450028.34,0,0
4331554,308,3,18368.74,1491265257,8879.84,0.0,2090604485,0.0,0.0,0,0
2073398,182,1,37181.18,652239142,1059.0,0.0,346033766,2223584.98,2260766.15,0,0
3955759,288,1,292886.4,500708433,0.0,0.0,974231577,301123.21,594009.61,0,0
4825137,346,3,18917.16,1218886550,13758.13,0.0,1303854082,0.0,0.0,0,0
2871522,227,1,289022.78,1243659915,0.0,0.0,1743229152,883208.12,1172230.9,0,0
2485461,204,1,229878.09,1891313150,32584.0,0.0,699178672,305138.59,535016.67,0,0
1769922,162,1,122901.69,316426115,0.0,0.0,762090540,2591395.74,2714297.43,0,0
492908,20,3,4841.35,2139955675,0.0,0.0,814016542,0.0,0.0,0,0
4450776,323,1,192823.22,609123061,0.0,0.0,405595293,233971.92,426795.14,0,0
1273135,135,1,198035.04,1816303119,54775.0,0.0,320846809,0.0,198035.04,0,0
1711635,160,0,171696.18,1794385008,1226411.03,1398107.2,2010661205,979291.75,807595.57,0,0
6281901,656,3,2525.87,1987463938,3627.6,1101.72,981677601,0.0,0.0,0,0
6010173,442,0,240149.6,1900116262,2426914.78,2667064.38,1955516015,1397759.32,1157609.72,0,0
3544312,260,1,148912.67,940558027,0.0,0.0,1299302618,1307844.91,1456757.58,0,0
4146089,303,0,467068.71,199918122,30551.0,497619.71,1301537324,92263.34,0.0,0,0
2983481,231,1,111357.77,724180328,0.0,0.0,1025447178,542966.27,654324.04,0,0
2203190,185,1,101566.86,1893593911,42394.0,0.0,1589603130,0.0,101566.86,0,0
4931003,350,1,104333.52,1748825983,149.0,0.0,346183513,498161.87,602495.39,0,0
4885384,348,3,114700.24,521965715,383211.62,268511.38,2113835355,0.0,0.0,0,0
4680895,331,3,8135.51,1059843008,27427.75,19292.24,1496063791,0.0,0.0,0,0
2391514,201,1,153177.47,1200006927,0.0,0.0,805143215,2572854.22,2726031.69,0,0
837866,41,3,4166.74,1309637088,0.0,0.0,870631500,0.0,0.0,0,0
2299060,188,1,87865.54,186212637,9329.4,0.0,1917747929,5514788.01,5602653.55,0,0
6003947,428,3,622.38,141577963,102931.0,102308.62,2132592884,0.0,0.0,0,0
5167172,358,3,9899.01,176924128,9936.0,36.99,2090153512,0.0,0.0,0,0
719116,37,0,83267.91,885859478,3851479.96,3934747.87,396370524,3053360.03,2970092.12,0,0
4738995,332,3,11196.65,1636099691,0.0,0.0,451076451,0.0,0.0,0,0
3618297,273,3,6756.5,2096479642,20240.0,13483.5,388573950,0.0,0.0,0,0
1901312,165,3,12640.63,1545379987,0.0,0.0,646506113,0.0,0.0,0,0
931270,43,1,257449.0,1925057191,61418.0,0.0,2104277751,7685088.86,7942537.86,0,0
3692809,277,1,278034.99,1133070177,0.0,0.0,11995620,801494.44,1079529.43,0,0
557015,22,0,62495.88,667142612,9522.0,72017.88,1789989389,254115.15,191619.27,0,0
5496579,380,1,350456.13,349836179,14.0,0.0,1085510143,342566.61,693022.74,0,0
4581141,328,1,56899.81,1724596100,103504.0,46604.19,1929328947,0.0,56899.81,0,0
2055818,181,3,13401.58,206663798,88948.13,75546.55,957282365,0.0,0.0,0,0
386340,17,2,5016.41,713703839,97945.0,92928.59,2093266673,100076.0,105092.41,0,0
1465933,140,0,113859.74,980776539,1676.0,115535.74,2134635088,1879957.92,1766098.19,0,0
2711695,211,3,14402.37,722874849,111010.0,96607.63,885120398,0.0,0.0,0,0
563491,22,3,10728.54,23146414,13250.0,2521.46,240538482,0.0,0.0,0,0
374510,17,1,133317.47,1324698408,0.0,0.0,626844969,1056482.22,1251228.88,0,0
2292748,187,0,66500.69,1632927132,13.0,66513.69,79539117,266912.34,200411.65,0,0
5769819,400,0,349482.3,489375669,6702.0,356184.3,1102184243,0.0,0.0,0,0
4673733,331,3,13369.88,1492886294,1563.0,0.0,612848944,0.0,0.0,0,0
2847141,227,0,31661.16,1949366180,127880.0,159541.16,62959236,1079810.06,1048148.91,0,0
6004754,429,0,27286.18,134899656,2527564.42,2554850.6,2085519493,1173767.24,1146481.06,0,0
5405690,377,1,303110.84,950916808,0.0,0.0,1826201207,3494835.97,3797946.81,0,0
4114939,302,0,158970.95,692510356,21534.0,180504.95,1549469100,61858.23,0.0,0,0
234233,14,1,180959.06,1876917242,0.0,0.0,703083527,415367.31,653761.85,0,0
2034716,180,3,17552.46,1753108874,0.0,0.0,1577156258,0.0,0.0,0,0
4096911,301,3,26768.77,448604778,285359.56,258590.79,524748078,0.0,0.0,0,0
3171288,238,3,14794.63,2136833556,0.0,0.0,47703920,0.0,0.0,0,0
448603,19,1,54240.42,1711150704,133429.0,79188.58,1097415382,0.0,54240.42,0,0
5065642,354,3,33189.7,374510839,50504.0,17314.3,1482648895,0.0,0.0,0,0
1546403,154,3,9037.39,1888216332,1069.0,0.0,2116701233,0.0,0.0,0,0
1442757,140,0,335570.35,1346151433,912025.93,1247596.28,1357728882,779149.84,443579.49,0,0
5117620,356,0,166955.84,2000943164,5571.0,172526.84,1182461167,13530720.34,13363764.51,0,0
4255213,306,1,87836.62,65016976,0.0,0.0,1909435457,221472.69,309309.31,0,0
5712849,398,3,15520.43,1783777731,1137.0,0.0,802162475,0.0,0.0,0,0
1927954,168,3,5647.14,1641512164,19930.0,14282.86,797498829,0.0,0.0,0,0
2858276,227,0,53280.15,2100878924,1449501.08,1502781.23,309310510,74185.36,20905.21,0,0
4495593,325,3,21998.21,1406075374,44234.0,22235.79,149948060,0.0,0.0,0,0
3851873,283,1,62559.82,362199645,28481.0,0.0,1189781416,0.0,62559.82,0,0
759346,38,0,330045.29,1716665985,0.0,330045.29,892634099,239204.78,0.0,0,0
3148827,236,3,7544.27,2131330192,49639.0,42094.73,649556848,0.0,0.0,0,0
352813,17,4,201970.04,655525072,0.0,0.0,54149038,904397.21,1106367.25,0,0
5557036,383,0,149200.53,777447833,1761680.99,1910881.52,1388924152,396809.82,247609.29,0,0
4760664,334,0,213895.61,541373495,6317465.66,6531361.26,84642417,297603.32,83707.71,0,0
2976573,231,1,306832.59,695884633,1253.0,0.0,1354425232,2030331.96,2337164.55,0,0
4357338,309,3,3852.42,287777367,0.0,0.0,1078298552,0.0,0.0,0,0
1133072,131,1,212907.36,736971346,2067.0,0.0,1480185105,122455.46,335362.82,0,0
1047078,95,3,2519.2,28335688,11862.0,9342.8,1656801829,0.0,0.0,0,0
500938,20,3,8069.98,215076294,0.0,0.0,453455162,0.0,0.0,0,0
2914626,229,1,65400.51,1501629762,0.0,0.0,1692446687,812826.44,1144808.31,0,0
820608,40,1,139746.96,451111902,10436.0,0.0,2118430205,151931.94,512544.53,0,0
192846,13,1,130935.17,1455813777,90712.0,0.0,490633619,433413.88,763921.12,0,0
2971564,231,0,69659.99,1551187845,8084965.59,8154625.58,1485275967,138180.2,68520.21,0,0
3716623,278,3,10532.02,528299552,0.0,0.0,1014940288,0.0,0.0,0,0
4980441,352,3,7979.19,859939432,0.0,0.0,465520263,0.0,0.0,0,0
2713100,211,1,164196.07,509099489,31874.0,0.0,753837585,0.0,164196.07,0,0
1099574,130,0,117865.05,1828584463,1108849.5,1226714.55,524729872,181456.38,63591.33,0,0
27640,8,4,867995.36,505307059,12272.0,0.0,2037251990,331166.23,1627896.92,0,0
2081277,182,3,5132.5,1271957214,0.0,0.0,802426630,0.0,0.0,0,0
3561718,260,3,4483.24,2088685544,0.0,0.0,1655851331,0.0,0.0,0,0
3173861,238,3,12250.79,1092643913,5148.0,0.0,1223119447,0.0,0.0,0,0
2305405,188,1,112164.14,225904435,0.0,0.0,1743362143,27347370.63,27405038.54,0,0
3607544,264,0,64836.44,1423358948,1712059.72,1776896.16,395480137,623380.06,558543.62,0,0
5559084,384,0,40247.79,1504226145,1178939.46,1219187.25,756874037,91251.49,51003.71,0,0
4489417,324,1,167707.96,92676604,0.0,0.0,68370095,416345.77,584053.73,0,0
1063244,119,3,8377.25,261107298,103224.0,94846.75,1420814885,0.0,0.0,0,0
4201439,305,4,2336093.11,161132802,0.0,0.0,1125235843,6021845.9,8357939.01,0,0
4814379,346,0,121551.63,164899270,6563.0,128114.63,1035914298,819849.36,698297.73,0,0
3969342,297,3,65256.86,864148810,0.0,0.0,1242443208,0.0,0.0,0,0
5721652,398,4,1168791.8,880693293,0.0,0.0,1013222920,1975327.89,3144119.69,0,0
470590,19,0,1306.22,1576908617,302514.92,303821.14,796701953,31177.53,29871.31,0,0
5839198,402,4,1235887.12,600494102,10292.0,0.0,1748584449,0.0,1530741.18,0,0
5894193,403,3,17876.33,482751047,72253.0,54376.67,1745837853,0.0,0.0,0,0
3904976,284,1,11024.38,6557976,2048.0,0.0,1474850779,569845.43,580869.8,0,0
2433817,203,0,9494.43,341978828,5079013.93,5088508.35,675707517,1003630.88,994136.45,0,0
1219350,133,0,332525.73,2041585019,2372495.01,2705020.73,1426962491,1346674.09,863796.47,0,0
2096041,182,0,104784.65,2083562194,40142.0,144926.65,413470983,10532.25,0.0,0,0
724389,37,0,34948.26,1124342289,12791922.33,12826870.6,888208605,95871.93,60923.67,0,0
5680087,397,3,1635.52,79770440,0.0,0.0,1233830769,0.0,0.0,0,0
5928406,404,3,11595.46,1905768972,0.0,0.0,493081499,0.0,0.0,0,0
6000091,426,1,161742.11,1829428912,3714.0,0.0,905119100,4638.89,166381.0,0,0
237415,14,1,183485.02,273115714,0.0,0.0,1615683828,246215.36,691706.77,0,0
5221921,370,0,573519.34,842935553,37626.0,611145.34,189831298,0.0,0.0,0,0
709913,37,1,54262.71,452961225,21747.24,0.0,107109121,6705040.74,6759303.45,0,0
2432926,203,0,115560.59,1524094548,9550.0,125110.59,413523828,129222.71,13662.12,0,0
4435963,323,1,338283.85,1946092751,0.0,0.0,1090096381,351804.0,690087.85,0,0
2096331,182,1,245755.93,1078764751,15431.0,0.0,270166274,0.0,245755.93,0,0
2710587,211,0,130565.66,303733280,49963.0,180528.66,364336503,2847862.08,2717296.42,0,0
2138789,184,1,304415.06,1782664653,0.0,0.0,739075126,698639.25,1003054.31,0,0
3660697,275,3,12886.78,669800107,11058.0,0.0,42391799,0.0,0.0,0,0
2720686,211,1,230305.53,1488192361,276.0,0.0,1041756400,6993284.49,7223590.02,0,0
884621,42,1,33468.03,378368811,916.0,0.0,88960282,28209542.84,28243010.87,0,0
5390621,377,1,504518.08,497492402,0.0,0.0,637698568,1966850.63,2471368.71,0,0
5704095,398,1,273435.56,423805554,169240.0,0.0,331310537,306069.9,579505.46,0,0
3652817,275,1,163525.5,1943381066,250616.0,87090.5,1672096997,39607.41,203132.91,0,0
1312574,136,1,185847.83,277463131,88695.31,0.0,1051644323,562827.54,748675.37,0,0
2130935,183,3,19855.93,1970748081,21749.0,1893.07,373199943,0.0,0.0,0,0
6303971,684,1,29384.16,1410326652,0.0,0.0,273273819,46871.62,76255.78,0,0
4212688,305,1,111714.7,149023705,20222.0,0.0,1152876858,4080986.1,4141039.12,0,0
5432457,378,0,148876.65,432017779,19506.0,168382.65,271338399,0.0,0.0,0,0
1635831,157,4,189499.28,755740473,0.0,0.0,1000995140,5028696.26,5218195.54,0,0
1809458,163,3,2689.81,569285830,92914.0,90224.19,1719844264,0.0,0.0,0,0
1027714,48,3,26644.05,1401460739,183200.09,156556.04,733559062,0.0,0.0,0,0
1812374,163,3,33501.22,852298026,16861.44,0.0,954737884,0.0,0.0,0,0
829596,41,3,4585.21,2002196571,224691.0,220105.79,1638995633,0.0,0.0,0,0
684382,36,3,5712.25,29838506,25760.18,20047.93,1609878659,0.0,0.0,0,0
3385775,255,3,7453.8,450834749,0.0,0.0,1580000373,0.0,0.0,0,0
1916293,166,3,7063.08,2056765627,60917.52,53854.43,418325440,0.0,0.0,0,0
4370214,310,1,79701.8,466371271,0.0,0.0,190859132,2598918.52,2678620.32,0,0
651857,35,1,235775.24,361832776,13052.0,0.0,2060095351,185760.89,421536.13,0,0
3902127,284,1,83016.83,1833413776,50769.0,0.0,2079872016,0.0,83016.83,0,0
4556023,327,3,8836.78,502094284,0.0,0.0,1998651240,0.0,0.0,0,0
4805250,346,0,335694.28,30654087,41935.0,377629.28,781478629,0.0,0.0,0,0
3223360,250,1,201147.82,464740585,112809.0,0.0,603533580,5924761.71,6125909.53,0,0
2805632,225,1,56048.46,382332893,0.0,0.0,2141378152,622929.65,678978.1,0,0
5192875,369,0,80110.0,329363944,3147249.9,3227359.9,225818222,311672.91,231562.91,0,0
4375717,311,4,312342.97,590188725,0.0,0.0,367158024,1859743.92,2172086.89,0,0
2217750,186,3,1285.42,275417296,0.0,0.0,1802473422,0.0,0.0,0,0
466004,19,3,388.44,1458190563,115367.86,114979.42,1139010627,0.0,0.0,0,0
1180944,132,0,265904.11,1553354626,1719463.37,1985367.48,1955768822,1279072.38,1013168.27,0,0
1113686,130,0,28794.84,1008392569,14545965.67,14574760.5,1305364904,198011.0,169216.16,0,0
6198475,574,3,1003.42,2064307268,9913.0,8909.58,374855726,0.0,0.0,0,0
5307317,373,0,156013.2,1572069177,4655.0,160668.2,1294885041,0.0,0.0,0,0
795212,40,3,20991.33,765310590,282137.0,261145.67,119594385,0.0,0.0,0,0
5305815,373,3,11175.55,278235388,83352.0,72176.45,1636077824,0.0,0.0,0,0
6211195,588,1,30559.34,110826993,0.0,0.0,21128153,773393.15,803952.49,0,0
4152862,303,0,526177.69,1723575704,4797.0,530974.69,2050375357,83079.96,0.0,0,0
1081800,129,3,18221.35,282630423,0.0,0.0,1626959547,0.0,0.0,0,0
4687762,331,3,16525.93,1185950939,10008.0,0.0,1220625766,0.0,0.0,0,0
3801779,281,1,81151.05,125850454,15466.0,0.0,1986431461,852782.0,933933.05,0,0
101647,10,1,306215.93,1439622025,0.0,0.0,1660926430,759187.54,2058348.33,0,0
3328063,253,1,286236.71,795633106,0.0,0.0,960844988,1590237.65,1876474.36,0,0
